LGA,hhsize,totalvehs,hhinc,hhsize_normalised,totalvehs_normalised,hhinc_normalised,dwelltype_Flat or Apartment,dwelltype_Other,dwelltype_Separate House,dwelltype_Terrace/Townhouse,owndwell_Being Purchased,owndwell_Being Rented,owndwell_Fully Owned,owndwell_Occupied Rent-Free,owndwell_Something Else,label
Moreland,2.0,1.0,1725.0,0.2,0.25,0.5380380380380381,0,0,0,1,0,0,1,0,0,2
Bayside,2.0,1.0,4400.0,0.2,0.25,0.9482816149482816,1,0,0,0,1,0,0,0,0,2
Wyndham,3.0,1.0,1750.0,0.4,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,3
Melbourne,4.0,3.0,500.0,0.6,0.75,0.1506506506506506,0,0,0,1,0,1,0,0,0,1
Monash,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,1,0,0,0,1,0,0,0,1
Nillumbik,1.0,1.0,1125.0,0.0,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
Moreland,2.0,2.0,3000.0,0.2,0.5,0.8248248248248248,0,0,1,0,1,0,0,0,0,3
Boroondara,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,1,0,0,0,0,1,0,0,0,1
Whittlesea,2.0,1.0,2250.0,0.2,0.25,0.6736736736736737,0,0,1,0,1,0,0,0,0,6
Melton,4.0,4.0,1375.0,0.6,1.0,0.4514514514514514,0,0,1,0,1,0,0,0,0,4
Casey,4.0,3.0,1800.0,0.6,0.75,0.5810810810810811,0,0,1,0,0,0,1,0,0,4
YarraRanges,4.0,1.0,1400.0,0.6,0.25,0.4744744744744744,0,0,1,0,0,0,1,0,0,3
Banyule,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
Frankston,3.0,3.0,6000.0,0.4,0.75,1.0,0,0,1,0,0,0,1,0,0,3
Casey,2.0,1.0,1374.0,0.2,0.25,0.4334334334334334,0,0,1,0,0,0,1,0,0,5
Maribyrnong,1.0,1.0,1474.0,0.0,0.25,0.4864864864864864,0,0,1,0,0,0,1,0,0,5
PortPhillip,2.0,1.0,2600.0,0.2,0.25,0.7707707707707707,1,0,0,0,0,1,0,0,0,1
YarraRanges,3.0,2.0,1750.0,0.4,0.5,0.5565565565565566,0,0,1,0,1,0,0,0,0,3
GreaterGeelong,1.0,1.0,2875.0,0.0,0.25,0.8108108108108107,0,0,1,0,0,1,0,0,0,0
Monash,3.0,1.0,1825.0,0.4,0.25,0.592092092092092,0,0,1,0,0,0,1,0,0,3
Monash,6.0,3.0,0.0,1.0,0.75,0.0,0,1,0,0,0,1,0,0,0,1
Moreland,4.0,0.0,750.0,0.6,0.0,0.2632632632632632,0,0,1,0,0,0,1,0,0,4
Whitehorse,4.0,2.0,1375.0,0.6,0.5,0.4514514514514514,0,0,0,1,0,0,1,0,0,2
Banyule,6.0,2.0,2500.0,1.0,0.5,0.7347347347347347,0,0,1,0,1,0,0,0,0,3
MooneeValley,2.0,1.0,1600.0,0.2,0.25,0.504004004004004,0,0,1,0,0,0,1,0,0,5
Cardinia,2.0,1.0,1475.0,0.2,0.25,0.4909909909909909,0,0,1,0,0,1,0,0,0,0
GreaterDandenong,2.0,1.0,0.0,0.2,0.25,0.0,0,0,0,1,1,0,0,0,0,2
Brimbank,1.0,1.0,3400.0,0.0,0.25,0.8673673673673674,0,0,1,0,0,0,1,0,0,6
Knox,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,0,0,1,0,0,0,0,1,0,0
Yarra,3.0,2.0,2500.0,0.4,0.5,0.7347347347347347,0,0,1,0,0,0,0,1,0,0
Darebin,4.0,1.0,1050.0,0.6,0.25,0.3483483483483484,0,0,1,0,0,1,0,0,0,0
Casey,4.0,2.0,1850.0,0.6,0.5,0.602102102102102,0,0,1,0,0,1,0,0,0,0
Whitehorse,3.0,1.0,1400.0,0.4,0.25,0.4744744744744744,0,0,0,1,0,1,0,0,0,1
Moreland,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,0,1,0,1,0,0,0,1
Casey,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
PortPhillip,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
Wyndham,1.0,1.0,2324.0,0.0,0.25,0.6936836502053894,0,0,1,0,1,0,0,0,0,6
Casey,2.0,0.0,1925.0,0.2,0.0,0.6216216216216216,1,0,0,0,0,0,1,0,0,2
Cardinia,1.0,1.0,3722.0,0.0,0.25,0.9077877877877878,0,0,1,0,0,0,1,0,0,6
Banyule,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
Whitehorse,6.0,2.0,1125.0,1.0,0.5,0.3763763763763763,0,0,1,0,0,0,1,0,0,4
Monash,2.0,0.0,1025.0,0.2,0.0,0.3453453453453453,0,0,0,1,0,1,0,0,0,1
Casey,1.0,1.0,1600.0,0.0,0.25,0.504004004004004,0,0,1,0,0,0,1,0,0,5
MooneeValley,3.0,2.0,575.0,0.4,0.5,0.1856856856856856,0,0,1,0,0,0,1,0,0,4
Boroondara,3.0,1.0,500.0,0.4,0.25,0.1506506506506506,0,1,0,0,0,1,0,0,0,1
Knox,2.0,1.0,950.0,0.2,0.25,0.3268268268268268,0,0,1,0,0,0,1,0,0,5
Boroondara,2.0,1.0,1825.0,0.2,0.25,0.592092092092092,0,0,1,0,1,0,0,0,0,5
MooneeValley,2.0,1.0,2850.0,0.2,0.25,0.8048048048048049,1,0,0,0,0,1,0,0,0,1
Stonnington,2.0,1.0,1625.0,0.2,0.25,0.5195195195195195,0,0,0,1,1,0,0,0,0,2
MooneeValley,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,1,0,0,0,0,1,0,0,0,1
PortPhillip,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,1,0,0,0,0,0,1,0,0,2
Frankston,3.0,2.0,1125.0,0.4,0.5,0.3763763763763763,0,0,1,0,1,0,0,0,0,4
Maribyrnong,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,0,0,0,1,0,0,1,0,0,2
Kingston,5.0,3.0,3500.0,0.8,0.75,0.8833833833833833,0,0,1,0,1,0,0,0,0,3
Bayside,5.0,2.0,500.0,0.8,0.5,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Bayside,4.0,3.0,575.0,0.6,0.75,0.1856856856856856,0,0,0,1,1,0,0,0,0,2
Bayside,4.0,1.0,1475.0,0.6,0.25,0.4909909909909909,0,0,1,0,0,0,1,0,0,3
YarraRanges,1.0,1.0,1200.0,0.0,0.25,0.4089089089089089,0,0,1,0,0,0,1,0,0,5
Yarra,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,0,0,0,1,0,1,0,0,0,1
Hume,2.0,4.0,900.0,0.2,1.0,0.3008008008008008,0,0,1,0,0,0,1,0,0,3
YarraRanges,1.0,0.0,1375.0,0.0,0.0,0.4514514514514514,0,0,1,0,1,0,0,0,0,5
GreaterDandenong,2.0,1.0,200.0,0.2,0.25,0.0385385385385385,0,0,1,0,0,0,1,0,0,5
Maroondah,2.0,0.0,2650.0,0.2,0.0,0.7787787787787788,0,1,0,0,0,1,0,0,0,1
Maroondah,2.0,1.0,1875.0,0.2,0.25,0.6136136136136137,0,1,0,0,0,1,0,0,0,1
MorningtonPeninsula,4.0,2.0,800.0,0.6,0.5,0.2697697697697697,0,0,1,0,0,0,1,0,0,4
GreaterGeelong,2.0,0.0,2350.0,0.2,0.0,0.6961961961961962,0,0,1,0,0,0,1,0,0,6
Maroondah,1.0,1.0,4250.0,0.0,0.25,0.937937937937938,0,0,1,0,0,0,1,0,0,6
PortPhillip,3.0,3.0,500.0,0.4,0.75,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Wyndham,2.0,0.0,350.0,0.2,0.0,0.0845845845845846,0,0,1,0,1,0,0,0,0,5
MooneeValley,3.0,2.0,500.0,0.4,0.5,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
Whitehorse,5.0,2.0,700.0,0.8,0.5,0.2247247247247247,1,0,0,0,0,1,0,0,0,1
Frankston,5.0,4.0,1025.0,0.8,1.0,0.3453453453453453,0,0,1,0,0,0,1,0,0,4
Casey,2.0,1.0,1700.0,0.2,0.25,0.5330330330330331,0,0,1,0,0,0,1,0,0,5
Maroondah,1.0,1.0,1625.0,0.0,0.25,0.5195195195195195,0,0,1,0,0,0,1,0,0,5
Casey,3.0,1.0,1575.0,0.4,0.25,0.498998998998999,0,0,1,0,0,1,0,0,0,0
Manningham,2.0,1.0,4250.0,0.2,0.25,0.937937937937938,0,0,1,0,0,0,1,0,0,6
GreaterGeelong,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,1,0,0,0,1,0,0,0,0,2
Brimbank,3.0,2.0,700.0,0.4,0.5,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
Brimbank,2.0,0.0,3600.0,0.2,0.0,0.8963801010312635,0,0,1,0,1,0,0,0,0,6
Darebin,3.0,2.0,3875.0,0.4,0.5,0.917917917917918,0,0,1,0,0,1,0,0,0,0
PortPhillip,1.0,1.0,600.0,0.0,0.25,0.1956956956956957,1,0,0,0,0,1,0,0,0,1
Stonnington,3.0,0.0,0.0,0.4,0.0,0.0,1,0,0,0,1,0,0,0,0,2
HobsonsBay,3.0,1.0,5000.0,0.4,0.25,0.9664664664664664,0,0,1,0,1,0,0,0,0,3
MorningtonPeninsula,2.0,0.0,2500.0,0.2,0.0,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Banyule,3.0,1.0,700.0,0.4,0.25,0.2247247247247247,0,0,1,0,0,0,1,0,0,4
Maribyrnong,3.0,1.0,850.0,0.4,0.25,0.2757757757757758,0,1,0,0,0,1,0,0,0,1
Manningham,6.0,2.0,1800.0,1.0,0.5,0.5810810810810811,0,0,1,0,0,0,1,0,0,4
Hume,2.0,1.0,5000.0,0.2,0.25,0.9664664664664664,0,0,1,0,1,0,0,0,0,6
Melton,3.0,1.0,3200.0,0.4,0.25,0.8478478478478478,0,0,1,0,0,1,0,0,0,0
Monash,1.0,1.0,1625.0,0.0,0.25,0.5195195195195195,0,1,0,0,0,0,0,1,0,1
Kingston,1.0,1.0,2650.0,0.0,0.25,0.7787787787787788,0,1,0,0,1,0,0,0,0,2
Maroondah,4.0,1.0,3500.0,0.6,0.25,0.8833833833833833,0,0,1,0,0,0,1,0,0,3
Boroondara,4.0,3.0,1125.0,0.6,0.75,0.3763763763763763,0,0,0,1,1,0,0,0,0,2
MorningtonPeninsula,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,0,1,0,0,0,0
Manningham,2.0,1.0,3200.0,0.2,0.25,0.8478478478478478,0,0,1,0,0,0,1,0,0,6
HobsonsBay,3.0,2.0,2450.0,0.4,0.5,0.7032032032032032,0,0,1,0,0,0,1,0,0,3
Melbourne,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,1,0,0,0,0,1,0,0,0,1
Whitehorse,2.0,1.0,1725.0,0.2,0.25,0.5380380380380381,1,0,0,0,0,1,0,0,0,1
Whittlesea,4.0,1.0,2750.0,0.6,0.25,0.7912912912912913,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,2.0,1.0,250.0,0.2,0.25,0.0565565565565565,1,0,0,0,0,1,0,0,0,1
Stonnington,2.0,1.0,1850.0,0.2,0.25,0.602102102102102,0,0,1,0,0,0,0,1,0,0
Wyndham,1.0,1.0,350.0,0.0,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
HobsonsBay,5.0,2.0,3150.0,0.8,0.5,0.8433433433433433,0,0,1,0,0,0,1,0,0,3
Whitehorse,2.0,0.0,1375.0,0.2,0.0,0.4514514514514514,1,0,0,0,0,0,1,0,0,2
Stonnington,1.0,1.0,4900.0,0.0,0.25,0.9562362044237106,1,0,0,0,0,1,0,0,0,1
Whitehorse,3.0,2.0,2550.0,0.4,0.5,0.7642642642642643,0,0,1,0,0,0,1,0,0,3
Stonnington,2.0,1.0,3200.0,0.2,0.25,0.8478478478478478,1,0,0,0,0,0,1,0,0,2
Monash,3.0,1.0,2275.0,0.4,0.25,0.6881881881881882,0,0,1,0,0,0,1,0,0,3
Whitehorse,4.0,3.0,2450.0,0.6,0.75,0.7032032032032032,0,0,1,0,0,0,1,0,0,3
Melbourne,2.0,1.0,1400.0,0.2,0.25,0.4744744744744744,0,0,1,0,0,1,0,0,0,0
Maribyrnong,5.0,4.0,500.0,0.8,1.0,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
PortPhillip,3.0,1.0,1875.0,0.4,0.25,0.6136136136136137,0,0,1,0,0,0,1,0,0,3
Brimbank,3.0,1.0,1400.0,0.4,0.25,0.4744744744744744,0,0,1,0,0,0,1,0,0,3
Maribyrnong,5.0,4.0,3500.0,0.8,1.0,0.8833833833833833,0,0,1,0,1,0,0,0,0,3
Maroondah,5.0,2.0,3400.0,0.8,0.5,0.8673673673673674,0,0,1,0,0,1,0,0,0,0
Boroondara,2.0,0.0,700.0,0.2,0.0,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Melton,4.0,2.0,500.0,0.6,0.5,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Cardinia,2.0,0.0,3250.0,0.2,0.0,0.8568568568568569,0,0,0,1,0,1,0,0,0,1
Casey,1.0,0.0,450.0,0.0,0.0,0.1131131131131131,0,0,1,0,1,0,0,0,0,5
Wyndham,2.0,1.0,2100.0,0.2,0.25,0.6526526526526526,0,0,1,0,0,0,1,0,0,6
Knox,1.0,1.0,1475.0,0.0,0.25,0.4909909909909909,0,0,1,0,0,0,1,0,0,5
Boroondara,1.0,1.0,4125.0,0.0,0.25,0.9289289289289288,0,0,1,0,0,1,0,0,0,0
MorningtonPeninsula,2.0,1.0,3825.0,0.2,0.25,0.9114114114114114,0,0,1,0,0,0,1,0,0,6
Moreland,2.0,1.0,1624.0,0.2,0.25,0.5095095095095095,0,0,1,0,0,0,1,0,0,5
Bayside,3.0,3.0,1000.0,0.4,0.75,0.3373373373373373,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,2.0,1.0,2748.0,0.2,0.25,0.7837837837837838,1,0,0,0,0,1,0,0,0,1
MorningtonPeninsula,2.0,0.0,1050.0,0.2,0.0,0.3483483483483484,0,0,1,0,1,0,0,0,0,5
Maroondah,4.0,3.0,350.0,0.6,0.75,0.0845845845845846,0,0,1,0,0,0,1,0,0,4
Wyndham,3.0,1.0,450.0,0.4,0.25,0.1131131131131131,0,0,1,0,0,1,0,0,0,0
Boroondara,4.0,2.0,5000.0,0.6,0.5,0.9664664664664664,0,0,0,1,0,1,0,0,0,1
Hume,5.0,0.0,2750.0,0.8,0.0,0.7912912912912913,0,0,1,0,1,0,0,0,0,3
Yarra,3.0,2.0,1875.0,0.4,0.5,0.6136136136136137,0,0,1,0,1,0,0,0,0,3
Whitehorse,1.0,1.0,3125.0,0.0,0.25,0.8383383383383383,0,0,1,0,0,0,1,0,0,6
GreaterGeelong,5.0,4.0,1000.0,0.8,1.0,0.3373373373373373,0,0,1,0,1,0,0,0,0,4
PortPhillip,2.0,1.0,1200.0,0.2,0.25,0.4089089089089089,1,0,0,0,0,0,1,0,0,2
Casey,4.0,2.0,900.0,0.6,0.5,0.3008008008008008,0,0,1,0,1,0,0,0,0,4
Whitehorse,2.0,1.0,2875.0,0.2,0.25,0.8108108108108107,0,0,1,0,1,0,0,0,0,6
Melbourne,1.0,1.0,3000.0,0.0,0.25,0.8248248248248248,1,0,0,0,0,1,0,0,0,1
Casey,3.0,2.0,5000.0,0.4,0.5,0.9664664664664664,0,0,1,0,1,0,0,0,0,3
GreaterGeelong,2.0,0.0,700.0,0.2,0.0,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Casey,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,0,0,1,0,1,0,0,0,0,5
Melbourne,2.0,2.0,500.0,0.2,0.5,0.1506506506506506,0,0,0,1,0,0,1,0,0,2
HobsonsBay,5.0,2.0,2100.0,0.8,0.5,0.6526526526526526,0,0,1,0,0,1,0,0,0,0
Whittlesea,4.0,1.0,2100.0,0.6,0.25,0.6526526526526526,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,2.0,0.0,1750.0,0.2,0.0,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
MooneeValley,2.0,1.0,1224.0,0.2,0.25,0.4142844598984948,0,0,0,1,0,1,0,0,0,1
Brimbank,1.0,0.0,1225.0,0.0,0.0,0.4164164164164164,0,0,1,0,1,0,0,0,0,5
Stonnington,1.0,1.0,450.0,0.0,0.25,0.1131131131131131,1,0,0,0,0,1,0,0,0,1
Wyndham,6.0,2.0,3750.0,1.0,0.5,0.9094094094094094,0,0,1,0,1,0,0,0,0,3
Banyule,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,1,0,0,1,0,0,0,0,2
MorningtonPeninsula,2.0,0.0,2275.0,0.2,0.0,0.6881881881881882,0,0,1,0,1,0,0,0,0,6
PortPhillip,2.0,1.0,3425.0,0.2,0.25,0.8713713713713713,1,0,0,0,1,0,0,0,0,2
Hume,2.0,1.0,1700.0,0.2,0.25,0.5330330330330331,0,0,1,0,0,0,1,0,0,5
Melbourne,4.0,2.0,3000.0,0.6,0.5,0.8248248248248248,0,0,0,1,1,0,0,0,0,2
Nillumbik,4.0,1.0,525.0,0.6,0.25,0.1776776776776776,0,0,1,0,1,0,0,0,0,4
Banyule,3.0,2.0,350.0,0.4,0.5,0.0845845845845846,0,0,1,0,0,0,1,0,0,4
Brimbank,4.0,2.0,1800.0,0.6,0.5,0.5810810810810811,0,0,1,0,1,0,0,0,0,3
Hume,1.0,1.0,350.0,0.0,0.25,0.0845845845845846,0,1,0,0,0,1,0,0,0,1
Whitehorse,2.0,1.0,450.0,0.2,0.25,0.1131131131131131,0,0,1,0,0,0,1,0,0,5
Whittlesea,3.0,1.0,1800.0,0.4,0.25,0.5810810810810811,0,0,1,0,0,0,1,0,0,3
Banyule,4.0,2.0,1375.0,0.6,0.5,0.4514514514514514,1,0,0,0,0,1,0,0,0,1
Darebin,2.0,0.0,1400.0,0.2,0.0,0.4744744744744744,1,0,0,0,0,1,0,0,0,1
Melbourne,2.0,1.0,3250.0,0.2,0.25,0.8568568568568569,0,0,0,1,0,1,0,0,0,1
Nillumbik,3.0,2.0,250.0,0.4,0.5,0.0565565565565565,0,0,1,0,1,0,0,0,0,4
Whittlesea,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Whittlesea,4.0,2.0,500.0,0.6,0.5,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
GreaterGeelong,1.0,1.0,2325.0,0.0,0.25,0.6937231040064199,0,0,1,0,1,0,0,0,0,6
Whittlesea,3.0,2.0,4450.0,0.4,0.5,0.948948948948949,0,0,1,0,0,0,1,0,0,3
Cardinia,2.0,1.0,800.0,0.2,0.25,0.2697697697697697,0,0,1,0,1,0,0,0,0,5
Brimbank,2.0,0.0,675.0,0.2,0.0,0.2012012012012012,0,0,1,0,1,0,0,0,0,5
Kingston,3.0,2.0,1750.0,0.4,0.5,0.5565565565565566,0,0,1,0,0,0,1,0,0,3
Darebin,3.0,0.0,1400.0,0.4,0.0,0.4744744744744744,1,0,0,0,0,0,1,0,0,2
Melton,1.0,1.0,2425.0,0.0,0.25,0.6996996996996997,0,0,1,0,1,0,0,0,0,6
Casey,4.0,3.0,700.0,0.6,0.75,0.2247247247247247,0,0,1,0,1,0,0,0,0,4
Moreland,4.0,1.0,2500.0,0.6,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
Stonnington,2.0,1.0,3300.0,0.2,0.25,0.8600087266753932,0,0,1,0,1,0,0,0,0,6
YarraRanges,2.0,1.0,724.0,0.2,0.25,0.2492492492492492,0,0,1,0,1,0,0,0,0,5
GreaterGeelong,1.0,1.0,2300.0,0.0,0.25,0.6926926926926927,0,0,1,0,0,1,0,0,0,0
MorningtonPeninsula,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Casey,3.0,0.0,900.0,0.4,0.0,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Darebin,4.0,2.0,3250.0,0.6,0.5,0.8568568568568569,0,0,1,0,1,0,0,0,0,3
Melton,4.0,1.0,6000.0,0.6,0.25,1.0,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,4.0,3.0,575.0,0.6,0.75,0.1856856856856856,0,0,1,0,0,0,1,0,0,4
Hume,4.0,3.0,2500.0,0.6,0.75,0.7347347347347347,0,0,1,0,0,1,0,0,0,0
YarraRanges,1.0,0.0,850.0,0.0,0.0,0.2757757757757758,1,0,0,0,0,1,0,0,0,1
Melton,4.0,2.0,5000.0,0.6,0.5,0.9664664664664664,0,0,1,0,1,0,0,0,0,3
Casey,2.0,1.0,2250.0,0.2,0.25,0.6736736736736737,0,0,1,0,1,0,0,0,0,6
Wyndham,4.0,1.0,3875.0,0.6,0.25,0.917917917917918,0,0,1,0,0,0,1,0,0,3
GreaterGeelong,1.0,0.0,2600.0,0.0,0.0,0.7707707707707707,0,1,0,0,0,1,0,0,0,1
Kingston,2.0,1.0,3500.0,0.2,0.25,0.8833833833833833,1,0,0,0,0,0,1,0,0,2
Melbourne,2.0,1.0,1825.0,0.2,0.25,0.592092092092092,1,0,0,0,0,1,0,0,0,1
Brimbank,3.0,1.0,1750.0,0.4,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,3
Cardinia,2.0,1.0,850.0,0.2,0.25,0.2757757757757758,0,0,1,0,0,0,1,0,0,5
Stonnington,2.0,1.0,450.0,0.2,0.25,0.1131131131131131,1,0,0,0,0,1,0,0,0,1
Frankston,2.0,1.0,1825.0,0.2,0.25,0.592092092092092,0,0,1,0,0,1,0,0,0,0
Whitehorse,2.0,1.0,2275.0,0.2,0.25,0.6881881881881882,0,0,1,0,0,0,1,0,0,6
Moreland,2.0,0.0,1850.0,0.2,0.0,0.602102102102102,1,0,0,0,0,1,0,0,0,1
Hume,5.0,2.0,5000.0,0.8,0.5,0.9664664664664664,0,0,1,0,0,0,1,0,0,3
Kingston,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,1,0,0,0,1,0,0,0,0,2
GlenEira,2.0,1.0,1800.0,0.2,0.25,0.5810810810810811,1,0,0,0,0,1,0,0,0,1
Darebin,1.0,1.0,1375.0,0.0,0.25,0.4514514514514514,0,0,1,0,0,0,1,0,0,5
Monash,1.0,2.0,1375.0,0.0,0.5,0.4514514514514514,0,0,1,0,0,0,1,0,0,3
YarraRanges,2.0,2.0,150.0,0.2,0.5,0.037037037037037,0,0,1,0,0,0,1,0,0,5
Whittlesea,2.0,2.0,3950.0,0.2,0.5,0.923923923923924,0,0,1,0,1,0,0,0,0,3
Whitehorse,3.0,1.0,900.0,0.4,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
HobsonsBay,2.0,1.0,750.0,0.2,0.25,0.2632632632632632,0,0,1,0,0,0,0,1,0,0
Frankston,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
Casey,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Bayside,1.0,1.0,4875.0,0.0,0.25,0.9559603301782268,0,1,0,0,1,0,0,0,0,2
Yarra,2.0,1.0,1400.0,0.2,0.25,0.4744744744744744,0,0,1,0,0,1,0,0,0,0
Boroondara,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
Frankston,4.0,0.0,2024.0,0.6,0.0,0.6296296296296297,0,0,1,0,0,1,0,0,0,0
Kingston,1.0,1.0,1125.0,0.0,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
HobsonsBay,3.0,1.0,700.0,0.4,0.25,0.2247247247247247,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
Wyndham,2.0,1.0,1124.0,0.2,0.25,0.3548548548548548,0,0,1,0,0,0,1,0,0,5
Manningham,4.0,2.0,1700.0,0.6,0.5,0.5330330330330331,0,0,1,0,0,0,1,0,0,3
Brimbank,4.0,4.0,900.0,0.6,1.0,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
Maroondah,4.0,1.0,900.0,0.6,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,3
YarraRanges,4.0,1.0,1750.0,0.6,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,3
Whittlesea,3.0,2.0,2600.0,0.4,0.5,0.7707707707707707,0,0,1,0,0,0,1,0,0,3
Melton,3.0,1.0,500.0,0.4,0.25,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
Darebin,1.0,0.0,5000.0,0.0,0.0,0.9664664664664664,0,0,0,1,1,0,0,0,0,2
Wyndham,2.0,1.0,2524.0,0.2,0.25,0.7618878721240924,1,0,0,0,1,0,0,0,0,2
Boroondara,2.0,2.0,6000.0,0.2,0.5,1.0,0,1,0,0,0,0,1,0,0,2
Casey,5.0,3.0,1800.0,0.8,0.75,0.5810810810810811,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,4.0,2.0,2100.0,0.6,0.5,0.6526526526526526,0,0,1,0,0,1,0,0,0,0
Wyndham,1.0,0.0,3725.0,0.0,0.0,0.907907907907908,0,0,1,0,1,0,0,0,0,6
Maribyrnong,4.0,1.0,2375.0,0.6,0.25,0.6986986986986987,0,0,1,0,1,0,0,0,0,3
GreaterGeelong,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,1,0,0,0,0,1,0,0,0,1
Whitehorse,1.0,3.0,5000.0,0.0,0.75,0.9664664664664664,0,0,1,0,0,0,1,0,0,3
GreaterGeelong,2.0,1.0,3375.0,0.2,0.25,0.8628628628628628,0,0,1,0,0,0,1,0,0,6
Casey,6.0,4.0,2000.0,1.0,1.0,0.6276276276276276,0,0,1,0,1,0,0,0,0,4
Maroondah,2.0,1.0,1400.0,0.2,0.25,0.4744744744744744,0,0,1,0,1,0,0,0,0,5
Knox,2.0,1.0,2750.0,0.2,0.25,0.7912912912912913,0,0,1,0,0,1,0,0,0,0
Casey,5.0,3.0,1375.0,0.8,0.75,0.4514514514514514,0,0,1,0,0,0,1,0,0,4
Stonnington,3.0,2.0,2500.0,0.4,0.5,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
Moreland,3.0,1.0,1375.0,0.4,0.25,0.4514514514514514,0,0,1,0,1,0,0,0,0,3
MooneeValley,4.0,2.0,3625.0,0.6,0.5,0.8998998998998999,0,0,1,0,1,0,0,0,0,3
Whittlesea,5.0,2.0,1750.0,0.8,0.5,0.5565565565565566,0,0,1,0,1,0,0,0,0,4
Melbourne,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,0,1,0,0,2
Darebin,2.0,0.0,1125.0,0.2,0.0,0.3763763763763763,0,0,0,1,1,0,0,0,0,2
Maroondah,4.0,0.0,6000.0,0.6,0.0,1.0,0,0,1,0,0,0,1,0,0,3
Frankston,4.0,1.0,350.0,0.6,0.25,0.0845845845845846,0,0,1,0,1,0,0,0,0,4
Brimbank,2.0,1.0,2650.0,0.2,0.25,0.7787787787787788,0,0,1,0,0,0,1,0,0,6
YarraRanges,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,0,0,1,0,1,0,0,0,0,5
Frankston,4.0,2.0,700.0,0.6,0.5,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
Whitehorse,5.0,3.0,574.0,0.8,0.75,0.1796796796796796,0,0,1,0,1,0,0,0,0,4
